"","Time","TMPM","Rain","LF","VP","Sat_def","Rad_Int","GlobRad","Wind","TMPMN","TMPMX"
"5597",39931,14,14.2,78.3,12.5,3.5,175.4,15.15,2.8,10.2,20.8
"5598",39932,11.4,1.5,93.7,12.5,0.8,98.8,8.54,1.7,9.2,14.9
"5599",39933,13.5,0.9,81.9,12.7,2.8,183.3,15.84,2.1,8.6,21
"5600",39934,13.6,0,69.7,10.9,4.7,281.8,24.35,1.9,5.7,21.4
"5601",39935,13.7,0,67,10.6,5.1,268.2,23.18,1.6,4.5,21.8
"5602",39936,11.8,5.4,80.8,11.2,2.6,161,13.91,1.9,6.2,19.7
"5603",39937,9.7,0.2,67.8,8.1,3.9,210.9,18.22,3.3,5.5,14.2
"5604",39938,9.4,7.5,82.3,9.7,2.1,86.3,7.46,3.7,5.5,13.2
"5605",39939,11.1,2.6,82.1,10.8,2.4,171.4,14.8,4.4,5.8,14.6
"5606",39940,13.1,0,77.4,11.5,3.4,212.9,18.4,3,7.8,18.3
"5607",39941,13.7,4.1,75.4,11.7,3.8,199.6,17.25,3.7,6.6,20.2
"5608",39942,12.4,0.4,65,9.3,5,262.5,22.68,2.4,5.1,18.6
"5609",39943,14.6,0,58,9.6,6.9,277.6,23.98,1.9,9.5,20
"5610",39944,11.5,0,72.9,9.8,3.7,116.7,10.08,2.9,5.3,15.9
"5611",39945,10.6,0,62.7,8,4.6,298.6,25.8,2.8,2.3,17.3
"5612",39946,11.9,0,56.1,7.8,6.1,305.9,26.43,3.3,3.5,18.5
"5613",39947,12.9,0,53.3,7.8,6.9,243.8,21.07,4.1,6.6,18.5
"5614",39948,11.8,9.5,62.2,8.4,5.2,66.9,5.78,3.7,8.9,15.3
"5615",39949,12.7,0,73.5,10.7,4,208.6,18.03,2.3,8.4,17.5
"5616",39950,14.9,9.4,73.9,12.7,4.4,211.1,18.24,2.6,6.5,21.8
"5617",39951,15.9,0,68.9,12.4,5.6,248.1,21.43,2.2,9.7,21.3
"5618",39952,15.4,0.2,63.6,11.2,6.4,241.7,20.88,1.4,7,22.6
"5619",39953,16.7,0,66.1,12.6,6.5,278.1,24.03,1.5,11.4,22.2
"5620",39954,16.5,4.6,73.9,13.9,4.9,192.4,16.62,2.3,10.1,23.2
"5621",39955,11.8,0.1,78.1,10.9,3,246.9,21.33,2.6,6.9,19
"5622",39956,13.7,0,67.6,10.7,5,299.2,25.85,2.3,6.6,20.3
"5623",39957,17.2,0,62.5,12.2,7.4,315.4,27.25,2.8,8.8,24.3
"5624",39958,16.1,0,64.5,11.7,6.3,288.1,24.89,1.7,6.4,24
"5625",39959,19.8,0,61.3,14.1,8.9,232.7,20.11,4.1,13,28.8
"5626",39960,13.9,0.8,58.6,9.3,6.6,223,19.26,4.5,9.4,17.7
"5627",39961,13.2,0.3,64.9,9.8,5.4,252.4,21.81,5.2,8.4,18
"5628",39962,13.5,0,61.6,9.5,5.9,311.7,26.93,4.2,6.8,20
"5629",39963,14.6,0,70.4,11.7,4.9,229.3,19.81,3.5,7.2,21.6
"5630",39964,17.2,0,71,14,5.7,220.7,19.07,2.9,10.8,23.5
"5631",39965,18.7,0,56.8,12.2,9.3,335.7,29,2.6,11,25.8
"5632",39966,16.3,0,64.7,11.9,6.7,311.9,26.94,3.7,8.9,24.1
"5633",39967,11.8,0,60.5,8.3,5.4,186.2,16.09,5.5,6.5,17.4
"5634",39968,9.7,0,70,8.4,3.6,172.9,14.94,3.8,6,15.1
"5635",39969,9.5,0,69.6,8.3,3.6,190.9,16.49,2.7,4,15
"5636",39970,10.3,11.1,74,9.3,3.3,215,18.58,2.8,2,16.3
"5637",39971,11,8.6,88.7,11.7,1.5,116.5,10.07,2.5,9.2,13.9
"5638",39972,12.9,0.3,75,11.2,3.5,234,20.22,2.9,8,18
"5639",39973,14.6,0.6,78.7,13,3.6,170.9,14.77,2.3,9.4,20.9
"5640",39974,15.7,2.3,69.8,12.3,5.4,237.8,20.54,3.6,11.9,20
"5641",39975,12.5,2.4,84.4,12.3,2.3,134.1,11.59,4.2,8.6,17
"5642",39976,11.5,0.3,73.3,9.9,3.6,241.3,20.85,4.9,8.3,15.3
"5643",39977,13.2,0,66.6,10,5,327.3,28.28,3.9,6.7,18.8
"5644",39978,15.2,0,71.6,12.4,4.9,253.7,21.92,2.4,5.4,21.9
"5645",39979,14.6,0.7,84.7,14,2.5,107.7,9.31,1.6,10.8,18.5
"5646",39980,12.9,0,72.2,10.7,4.2,239.9,20.72,2.2,7.7,18.3
"5647",39981,14.3,0.2,62.8,10.3,6,318.5,27.52,1.9,4.6,21.3
"5648",39982,17.8,0.4,64.3,13.1,7.3,192.8,16.65,2.9,13.6,22.9
"5649",39983,13.7,1.7,74.3,11.7,4,189.7,16.39,2.9,8.7,19.6
"5650",39984,12.5,10.9,80.9,11.7,2.8,203.1,17.55,2.9,7.2,18.1
"5651",39985,12.3,0,80.9,11.6,2.8,184,15.9,1.6,8.3,16.7
"5652",39986,14.8,0,68.6,11.4,5.4,282.4,24.4,2.4,9.1,20.9
"5653",39987,17,0,61.2,11.7,7.5,343.9,29.71,3.9,8.6,23.1
"5654",39988,18.3,0,58.1,12.3,8.6,343.6,29.68,4.1,10.1,25.2
"5655",39989,15.9,3.1,85.1,15.4,2.7,166,14.34,2.9,12.9,20
"5656",39990,18.8,0.1,88.7,19,2.4,135.4,11.7,3.3,16.2,23.8
"5657",39991,17.8,0,82.9,16.8,3.5,87.8,7.59,2.6,14.6,20.3
"5658",39992,16.1,0,82.4,14.9,3.2,182.7,15.78,2,12.1,20.4
"5659",39993,19.1,0,74,16.2,5.9,292.4,25.27,1.5,11.2,26.5
"5660",39994,21.3,0,76.3,19.1,6.1,262.4,22.67,1.6,14.6,27.5
"5661",39995,22.3,0.5,79.4,21.1,5.5,228,19.7,1.7,17.3,28.2
"5662",39996,23.4,0,69.4,19.8,8.8,312,26.96,2.2,16.4,29.7
"5663",39997,23.7,4.1,69.1,19.7,8.9,283.2,24.47,1.8,16.5,31.2
"5664",39998,21.6,0,70.5,18.2,7.6,244.5,21.12,3.1,16.5,26.5
"5665",39999,19.4,0,66.5,15.1,7.7,247.5,21.38,2.3,12.9,27
"5666",40000,18.5,2,71,15,6.2,209.7,18.12,2.1,11,26.4
"5667",40001,17.9,0,69.7,14.2,6.2,243.9,21.08,3.3,12.8,23.8
"5668",40002,15.1,6.7,84,14.4,2.8,185.1,15.99,3.1,10.6,20.9
"5669",40003,14.3,5.7,80.4,12.9,3.2,182.2,15.74,3.9,11.6,19.1
"5670",40004,12.9,5.3,85.9,12.8,2.1,134.6,11.63,4.6,10.2,15.9
"5671",40005,13.2,3.1,83.3,12.5,2.5,205.2,17.73,3.1,10.2,17.7
"5672",40006,15.9,5.3,86,15.7,2.4,174,15.04,2.2,10,21.1
"5673",40007,18.6,4.3,72.3,15.4,5.9,260.4,22.5,2.5,11.9,24.2
"5674",40008,20.5,0,68.4,16.3,7.6,245,21.17,2,11.7,28.2
"5675",40009,21.9,2,70.6,18.5,7.4,237.1,20.48,2.3,16,28.6
"5676",40010,20.8,0,61.5,14.9,9.5,287,24.8,2,13.6,27.2
"5677",40011,21.1,19.4,68.2,16.9,8,223.3,19.3,2.3,14.7,26.7
"5678",40012,16.9,0.2,78.6,15.1,4,171.1,14.78,3.4,14.2,21.6
"5679",40013,15.5,2.5,80.8,14.3,3.4,160,13.82,2.9,12.6,21.4
"5680",40014,15.6,5.1,79.2,14,3.7,199.1,17.2,3.8,11.6,21
"5681",40015,18.7,1.8,68.8,15,6.5,257.2,22.22,2.2,10.7,25.5
"5682",40016,21.4,0,76.4,19.4,6,157.5,13.61,2.8,16.4,26.2
"5683",40017,20.3,17.7,80.6,19,4.6,186,16.07,2.9,15,25
"5684",40018,16.8,5.1,80.3,15.3,3.8,202.8,17.52,3,12.3,22.9
"5685",40019,15.2,6.2,84.5,14.4,2.7,193.3,16.7,3.7,11.8,19.7
"5686",40020,16.7,0,71.8,13.6,5.4,230.8,19.94,2.2,10.4,22.6
"5687",40021,22.2,0,53.6,14.3,12.4,280.9,24.27,3.1,14.8,29.1
"5688",40022,18,0,68.3,14,6.5,241.4,20.86,2.8,12,23.3
"5689",40023,19.6,0.7,60.1,13.5,9.1,255.9,22.11,2.2,9.9,27.1
"5690",40024,18.7,1.1,63.7,13.8,7.8,226.8,19.59,4.1,12.8,23.4
"5691",40025,15.6,0,68.1,12.1,5.7,285.3,24.65,2.1,9.4,22.4
"5692",40026,18.4,0.2,63.2,13.3,7.8,233.1,20.14,2,7.8,26.6
"5693",40027,20.6,3.6,70.6,16.9,7.1,177.8,15.37,2.5,13.8,27.8
"5694",40028,18,0,71.1,14.6,5.8,180.3,15.58,2.4,12.4,22.9
"5695",40029,17.4,0,66,13,6.7,272.3,23.53,1.6,10.2,24.1
"5696",40030,18.3,0,68.5,14.3,6.6,263,22.72,1.3,9.2,26.1
"5697",40031,20.9,0,63.1,15.5,9.1,282.2,24.38,2.2,12.5,27.7
"5698",40032,23.1,0,58.5,16.4,11.7,255.8,22.1,2.6,15.5,29.9
"5699",40033,22.1,0,62.6,16.7,9.9,224,19.35,1.9,15.3,29.3
"5700",40034,20.9,0,73.5,18,6.5,177.4,15.33,1.4,14.7,28.4
"5701",40035,20.3,0,72.4,17.1,6.6,165.7,14.32,1.6,15.1,27.1
"5702",40036,18.3,0.5,79.2,16.7,4.4,131,11.32,2.2,15.3,23.1
"5703",40037,18.1,0,75.6,15.6,4.9,158,13.65,3.2,14.2,23.1
"5704",40038,17.2,0,70.2,13.7,5.8,205.5,17.76,3.1,12.6,22.5
"5705",40039,15.2,0,69.6,11.9,5.3,200.2,17.3,1.9,8.8,21.7
"5706",40040,19.9,0,58.2,13.4,9.7,250.5,21.64,2.7,10.5,28.1
"5707",40041,21.2,0,61.2,15.4,9.8,257.1,22.21,3.1,14,28.4
"5708",40042,19.2,0,69.9,15.6,6.7,201.7,17.43,2.8,11.9,26.6
"5709",40043,17.7,0,67.2,13.6,6.7,228.7,19.76,2.9,11,24.4
"5710",40044,20.9,0,54.2,13.3,11.3,258.9,22.37,2.4,9.2,29.4
"5711",40045,26.2,5,46,15.7,18.5,249.3,21.54,3.2,16.5,35.7
"5712",40046,18,3.2,88.8,18.1,2.3,97.2,8.39,2.3,13.3,20.1
"5713",40047,16.5,0,72.8,13.5,5.1,206.4,17.83,1.7,10.9,22.9
"5714",40048,17.4,0,60.9,12.1,7.8,239.7,20.71,1.9,8.7,24.9
"5715",40049,19.7,0,50.4,11.5,11.4,249.8,21.59,3.8,12.4,25.9
"5716",40050,19.2,0.5,72.5,15.8,6.1,122.7,10.6,1.7,12.1,24.4
"5717",40051,18.6,0,64.1,13.7,7.7,232.8,20.12,2.2,13,24.8
"5718",40052,20.6,0,61.2,14.9,9.4,206.5,17.84,2.2,11,29.3
"5719",40053,19,0,63,13.8,8.1,140.3,12.12,3.2,13.3,24.5
"5720",40054,14.1,4.9,69.2,11.2,5,175.5,15.16,3.5,9.9,20.1
"5721",40055,13.7,0.2,72.9,11.4,4.3,143.5,12.4,3.1,8.7,20.3
"5722",40056,17.2,0,61.4,12.2,7.7,222.3,19.21,2.4,8.1,26
"5723",40057,21.1,2.7,57.2,14.6,10.4,215,18.58,3.1,13.3,31.8
"5724",40058,17.3,0.2,71.2,14,5.7,183,15.81,2.7,12.4,22.6
"5725",40059,16.2,1.6,72,13.2,5.1,130.6,11.29,4.4,12.9,21.2
"5726",40060,15.3,1.7,62.4,10.8,6.5,164.4,14.2,5.3,12.1,20.2
"5727",40061,14,5.6,84.2,13.4,2.5,109.2,9.43,4.9,11.5,17.7
"5728",40062,14,0,80.9,12.9,3.1,117.9,10.19,3.5,11,18.5
"5729",40063,15.4,0,75.4,13.1,4.3,173.1,14.96,1.8,9.1,22.8
"5730",40064,18.3,0,62.6,13.1,7.9,217.2,18.76,1.8,8.8,27.9
"5731",40065,19.6,0,65,14.8,8,196.9,17.01,2,9.7,28.7
"5732",40066,16.6,0.1,71.3,13.5,5.3,88,7.6,2.6,10.9,20.9
"5733",40067,13.8,0,74.2,11.5,4,172.7,14.92,1.9,6.4,20.9
"5734",40068,13.6,0.6,77.6,12,3.5,132.2,11.42,2,7.5,20.7
"5735",40069,12.9,3.3,86,12.7,2.1,93.7,8.1,3,9.8,18.5
"5736",40070,14.2,0,81.8,13.3,2.9,78.2,6.75,3.5,11.6,16.9
"5737",40071,16,0.2,79,14.3,3.8,90.5,7.82,4,13.3,18.7
"5738",40072,15.9,0,78.6,14.1,3.8,136.2,11.77,2.8,10.5,21.4
"5739",40073,12.3,0,77.3,11,3.2,170.5,14.73,1.5,6.4,18.8
"5740",40074,12.3,0,74,10.5,3.7,187.1,16.17,1.7,3.9,20.3
"5741",40075,15.1,0,69.8,11.9,5.2,187.9,16.23,1.7,6.3,23.9
"5742",40076,17.2,0,70.4,13.8,5.8,169.5,14.64,1.7,7.8,25.9
"5743",40077,14.5,0,78.1,12.8,3.6,148.8,12.85,1.7,7,21
"5744",40078,14.5,0,68.7,11.3,5.2,144.5,12.49,2.7,5.2,22.8
"5745",40079,15.6,0.2,72.1,12.8,5,96.2,8.31,3.1,11,20.6
"5746",40080,13.5,0,72.7,11.2,4.2,140.2,12.12,2.2,7.2,19.8
"5747",40081,12.1,0,80.5,11.2,2.8,93.5,8.08,1.6,5.9,18.3
"5748",40082,13.2,0,72.8,11,4.1,131.9,11.39,1.2,6.2,20.1
"5749",40083,12.2,0,74.5,10.4,3.6,168.4,14.55,1.1,3.5,22.2
"5750",40084,13.5,0.5,83.1,12.7,2.6,48.5,4.19,3.3,6.2,17.4
"5751",40085,13.6,4.6,89.1,13.8,1.7,35.5,3.07,3.2,9.4,15.6
"5752",40086,10.9,3.3,82.4,10.7,2.3,123.5,10.67,1.9,3.5,15.2
"5753",40087,11.8,3.5,78.2,10.8,3,91.4,7.9,4,8.2,14.4
"5754",40088,8.1,1.8,89.5,9.6,1.1,52.8,4.56,2.9,5.1,11
"5755",40089,11.7,1.4,79.8,10.9,2.8,54.7,4.73,5.9,5.7,14.5
"5756",40090,11.9,0,69.9,9.7,4.2,105.5,9.12,5.6,8.1,15
"5757",40091,9.8,0.4,72.8,8.8,3.3,112.3,9.7,2.3,4.6,14.3
"5758",40092,12.2,5.3,92.8,13,1,41.3,3.57,2.1,9.1,15.8
"5759",40093,17.1,36.6,89.5,17.3,2.1,61.2,5.29,3.5,12.1,20.9
"5760",40094,10.6,5.6,87.2,11.1,1.6,92.5,7.99,2.8,7,14.3
"5761",40095,7,0,78.3,7.8,2.2,131.4,11.36,1.5,2.2,12.8
"5762",40096,7.4,6,92.6,9.4,0.8,35.8,3.09,2,4,9.8
"5763",40097,9.7,8.3,92.5,11.1,0.9,52.6,4.54,2.7,7.8,12.7
"5764",40098,7.9,1.2,84.7,9,1.6,88.3,7.63,3.7,5.7,10.5
"5765",40099,4.7,0.3,85,7.4,1.3,92.4,7.98,2.5,0.7,9.6
"5766",40100,3.4,0,73.1,5.7,2.1,119.5,10.33,3.2,-0.4,7.7
"5767",40101,4.6,2.6,73.8,6.3,2.2,82.8,7.15,3.4,0.6,8.9
"5768",40102,5.5,6.4,90.9,8.2,0.8,39.3,3.39,4.1,0.6,10
"5769",40103,6.1,2.1,90.9,8.6,0.9,50.3,4.35,3.1,4.2,8.6
"5770",40104,4.4,0,91.2,7.6,0.7,54.4,4.7,1.4,0.3,9.1
"5771",40105,3.7,0,91.7,7.2,0.7,57.7,4.98,1.7,-0.8,9.9
"5772",40106,4.2,0,80,6.6,1.7,114.6,9.9,3.1,-0.5,9.4
"5773",40107,5.5,0,84.7,7.7,1.4,31.1,2.69,4.2,2.9,7.2
"5774",40108,5.6,8.9,89.5,8.2,1,24.2,2.09,3.4,3.7,7
"5775",40109,6.5,0,96.6,9.3,0.3,23.8,2.05,1.3,5.7,7.5
"5776",40110,8.2,2.1,95,10.3,0.6,25.8,2.23,1.9,6.5,10.6
"5777",40111,11.2,0,87,11.6,1.7,67.3,5.81,3,8.4,15.7
"5778",40112,11,3.7,88.9,11.6,1.5,30.9,2.67,3.6,8.2,13
"5779",40113,11,0,88.8,11.6,1.5,40.6,3.51,2.1,9.8,12.6
"5780",40114,10.2,0.8,92.6,11.5,0.9,27.2,2.35,1.3,7.9,12.9
"5781",40115,9.1,0.1,95.8,11,0.5,21.3,1.84,1.5,6.6,11.4
"5782",40116,5.9,0,81.2,7.5,1.7,90.4,7.81,2.7,1.2,9.2
"5783",40117,2.4,0,88,6.4,0.9,78.6,6.79,2.3,-1.3,6.6
"5784",40118,4.8,9.9,87.2,7.5,1.1,54,4.66,3,0.7,7.7
"5785",40119,8.2,13.6,97.4,10.7,0.3,19.4,1.67,2,5.2,10.6
"5786",40120,7.4,5.5,95.9,9.8,0.4,24.6,2.12,2.2,4.7,9
"5787",40121,5.4,4.6,95.4,8.6,0.4,19.2,1.66,2.7,4,7.5
"5788",40122,7.5,3,89.2,9.2,1.1,26.7,2.3,2.7,5.3,9.8
"5789",40123,8.2,0,85.5,9.3,1.6,37.9,3.28,2.8,5.7,11
"5790",40124,7.1,0.2,82.5,8.3,1.8,53.2,4.6,2.7,4.7,10.1
"5791",40125,4.9,0,94.9,8.2,0.5,22.1,1.91,2,2.4,7.1
"5792",40126,5.9,7.8,94.7,8.9,0.5,17,1.46,3.3,4.9,6.5
"5793",40127,5.1,12,96.8,8.5,0.3,16.6,1.44,2.1,4.2,6
"5794",40128,6.4,1,96.1,9.2,0.4,19,1.64,1.8,5,7.6
"5795",40129,6.4,2.5,90.8,8.7,0.9,52,4.49,2.2,4.7,9.2
"5796",40130,9.2,1.7,91.4,10.6,1,15.7,1.36,2.9,6,12.4
"5797",40131,11.6,0.1,81.3,11.1,2.6,20.7,1.79,3.1,8.2,14.5
"5798",40132,10.2,3.7,83.6,10.4,2,47,4.06,3,8.2,13
"5799",40133,8.2,0.4,94.2,10.3,0.6,14.9,1.29,2.2,5.6,10.9
"5800",40134,9.9,0,83.1,10.1,2.1,14.6,1.26,2.9,7.8,12.3
"5801",40135,9.9,3.2,80.9,9.8,2.3,26.3,2.27,6.5,8.1,11.9
"5802",40136,10.7,0,76.1,9.8,3.1,55.4,4.79,4.9,7,13.1
"5803",40137,11.4,0,69.3,9.3,4.1,55.7,4.81,3.2,6,16.6
"5804",40138,11.4,0.2,87.9,11.8,1.6,33.2,2.87,2.2,7.7,14.3
"5805",40139,11.1,0,76.1,10,3.2,21.4,1.85,3.7,8.7,13.2
"5806",40140,9.2,22.1,78.7,9.2,2.5,19.5,1.69,6.1,8.1,10.6
"5807",40141,10.3,2.3,83,10.4,2,29.8,2.57,5.6,8.3,12.9
"5808",40142,12.1,0.1,70.7,9.9,4.1,26.8,2.31,5.3,9.1,13.7
"5809",40143,9.1,2.7,72.4,8.4,3.2,31.1,2.69,5.7,7.4,11.2
"5810",40144,6.9,5,85.9,8.5,1.4,16.8,1.45,4.4,5.6,8.6
"5811",40145,7,9.3,84,8.4,1.6,27.6,2.39,4.4,4.6,9
"5812",40146,9.4,0.3,74.7,8.9,3,20.2,1.75,3.3,7.3,11.4
"5813",40147,6.1,1,91.4,8.6,0.8,11.9,1.03,1.2,4.1,9.1
"5814",40148,2.9,0,95.9,7.3,0.3,17.6,1.52,1.6,-1.1,5.1
"5815",40149,-0.4,0,97.1,5.7,0.2,34.3,2.96,1.6,-3.9,2.6
"5816",40150,5.2,0,85.6,7.5,1.3,21.7,1.87,2.9,1.6,8
"5817",40151,4.4,2.6,92,7.7,0.7,11.3,0.97,1.8,1.4,6.4
"5818",40152,2.9,4,89.7,6.7,0.7,13.9,1.2,3.3,0.6,4.8
"5819",40153,7.5,6.4,94.3,9.8,0.6,16.6,1.43,2.9,4.3,9.9
"5820",40154,5.3,0.1,92.3,8.2,0.7,40.3,3.49,2.4,2,9.2
"5821",40155,4.5,4,97.2,8.1,0.3,10.8,0.94,1.8,1.4,6.2
"5822",40156,5,0,95.8,8.4,0.4,19.5,1.68,1.9,1.8,7
"5823",40157,4.8,18.7,96.3,8.2,0.3,10.6,0.92,2.6,3.2,6.3
"5824",40158,4.3,0.4,93.5,7.7,0.5,10.6,0.91,2.8,3.2,5
"5825",40159,2.4,2,94.9,6.9,0.4,10.5,0.91,2.8,0.4,3.5
"5826",40160,-0.9,0,91.3,5.2,0.5,10.4,0.9,2,-1.9,1.1
"5827",40161,-0.8,0,92.6,5.3,0.4,10.4,0.9,1.2,-1.6,0
"5828",40162,-0.6,0,93.6,5.5,0.4,10.3,0.89,0.9,-1.5,0.3
"5829",40163,-3.1,0,91.3,4.5,0.4,35.8,3.09,1.4,-5.4,-0.1
"5830",40164,-3.5,0.3,87.5,4.1,0.6,38.1,3.3,1.7,-5.8,-1
"5831",40165,-8.2,0.9,87.8,2.9,0.4,10.2,0.88,3.2,-15.3,-1.8
"5832",40166,-14.5,0,86.8,1.7,0.3,38.6,3.33,1.2,-17,-10.9
"5833",40167,-10.4,2.9,87.6,2.4,0.4,16.8,1.45,2.8,-16.6,-4.3
"5834",40168,-2.2,1.8,86.4,4.5,0.7,21.3,1.84,3.6,-5.2,0
"5835",40169,0.1,3.3,93.6,5.8,0.4,10.2,0.88,3.6,-2.4,2.7
"5836",40170,-1.2,0,94.2,5.4,0.3,33.1,2.86,1.8,-7.4,2.1
"5837",40171,-1.6,4,98.5,5.4,0.1,10.2,0.88,2.6,-7.1,0.5
"5838",40172,2,7.8,93.7,6.6,0.5,10.6,0.92,5.3,0.4,4.7
"5839",40173,3.6,0,84,6.6,1.3,28.1,2.43,5.4,1.9,6.4
"5840",40174,2.1,3.6,83.1,5.9,1.2,30.5,2.63,3.5,0.2,4.7
"5841",40175,2.5,0.4,93.5,6.8,0.5,31.7,2.74,3.3,0.3,4.4
"5842",40176,-0.7,1.6,98.1,5.7,0.1,13.4,1.15,2.9,-1.8,0.9
"5843",40177,-1.3,4.6,96.8,5.4,0.2,10.5,0.91,4.1,-1.8,-0.4
"5844",40178,-1.4,4,94.9,5.2,0.3,10.6,0.91,3.5,-2,-0.7
"5845",40179,-1.7,0.6,88.4,4.8,0.6,11.5,1,3.2,-2.4,-0.9
"5846",40180,-3.5,3.7,95.1,4.5,0.2,13.5,1.17,1.9,-5.2,-1.9
"5847",40181,-4.7,0.6,94,4.1,0.3,11.7,1.01,1.8,-5.8,-3.5
"5848",40182,-5.3,0.3,88.4,3.6,0.5,36,3.11,2.7,-6.9,-4.3
"5849",40183,-4.8,0,88.7,3.8,0.5,27.5,2.38,2.5,-11.8,-2.3
"5850",40184,-12.5,0,90.7,2.1,0.2,35,3.02,1.2,-17.1,-9.2
"5851",40185,-10.6,0,91.5,2.5,0.2,16.6,1.44,0.9,-16.9,-6
"5852",40186,-5.1,0,93.2,3.9,0.3,12.4,1.07,2.7,-7.2,-3
"5853",40187,-1.5,1.5,87.4,4.8,0.7,12.5,1.08,6.3,-3.2,-0.6
"5854",40188,-1.5,2.6,94.9,5.2,0.3,12.7,1.1,3.7,-2.4,-0.5
"5855",40189,-2.7,1.3,92.4,4.6,0.4,13.3,1.15,2,-4.1,-1.6
"5856",40190,-4.8,0,92.8,4,0.3,14.9,1.28,2.3,-7.8,-3.5
"5857",40191,-2.9,0,90.5,4.5,0.5,13.2,1.14,4.9,-4.8,-1.5
"5858",40192,-1.4,0,88.5,4.9,0.6,13.4,1.16,3.9,-2.5,-0.6
"5859",40193,-2.1,0,93.5,4.9,0.3,13.6,1.18,2.3,-2.8,-1.5
"5860",40194,-1.8,1.4,89.6,4.8,0.6,13.9,1.2,4.2,-3.3,-0.9
"5861",40195,-1.2,2,95.9,5.4,0.2,14.1,1.22,2.7,-3.4,0.6
"5862",40196,1.3,2.6,98.7,6.6,0.1,14.3,1.24,2,-0.3,2.3
"5863",40197,1.5,1.4,99.5,6.8,0,14.6,1.26,1.9,-0.1,2.8
"5864",40198,-0.6,0.1,98.7,5.8,0.1,14.8,1.28,2.9,-4.2,0.7
"5865",40199,-6.1,0,93.8,3.7,0.2,17.9,1.55,3.3,-7.4,-4.1
"5866",40200,-6,0,85.8,3.4,0.6,30.7,2.65,3.7,-6.9,-4.6
"5867",40201,-8,0,88.5,3,0.4,15.6,1.35,3.7,-9.9,-6
"5868",40202,-9.4,0,83,2.5,0.5,15.9,1.37,4.1,-11.8,-7.9
"5869",40203,-9.4,0,78.2,2.4,0.7,31.4,2.71,3.3,-12.6,-7.1
"5870",40204,-13.1,0,78.9,1.8,0.5,65,5.62,1.3,-16.8,-8.2
"5871",40205,-7.7,2.1,79.1,2.7,0.7,16.8,1.45,3.9,-16.6,0
"5872",40206,1.2,2.2,91.7,6.1,0.6,27.8,2.4,5.1,-0.1,2.2
"5873",40207,0.3,6.2,94.8,5.9,0.3,17.4,1.51,3.4,-0.7,1.5
"5874",40208,-3.5,0.1,88.1,4.2,0.6,33.9,2.93,3.7,-8.8,-0.5
"5875",40209,-1.7,0.4,89.7,4.8,0.6,20,1.73,4.1,-9.3,1.6
"5876",40210,-0.6,1,90.4,5.3,0.6,30.8,2.66,4.1,-5.1,1
"5877",40211,-2.2,6.8,92.1,4.8,0.4,19.7,1.7,4.7,-7.7,1
"5878",40212,1,0,88.7,5.8,0.7,54.1,4.67,4.6,-1.1,2.6
"5879",40213,0.7,2,94.4,6.1,0.4,20.5,1.77,2.1,-1.9,2.9
"5880",40214,0.2,0,89.1,5.6,0.7,54.3,4.69,3.4,-2.6,2.1
"5881",40215,-0.6,0,87.4,5.1,0.7,21.3,1.84,2.9,-3.6,0.7
"5882",40216,-6.7,0,92.8,3.4,0.3,21.7,1.87,2.6,-8.9,-2.6
"5883",40217,-5,0,85.9,3.6,0.6,22.1,1.91,3,-6.1,-3.9
"5884",40218,-4.8,0.2,85.3,3.6,0.6,23.1,2,2.6,-5.6,-3.7
"5885",40219,-5.8,0.3,88.7,3.6,0.5,22.9,1.98,2.7,-6.8,-4.7
"5886",40220,-2.6,0.4,88.3,4.5,0.6,26.4,2.28,4.2,-5.4,-0.9
"5887",40221,-3.2,0.7,91.5,4.4,0.4,23.8,2.06,4,-4.4,-1.3
"5888",40222,-3.6,1.8,93.6,4.4,0.3,25.2,2.18,2.1,-6.8,-1.6
"5889",40223,-6.2,0,90.2,3.6,0.4,51.5,4.45,1.1,-12.4,-2.5
"5890",40224,-7,0,88.4,3.2,0.4,58.2,5.03,1.8,-14.2,-2
"5891",40225,-3.8,0,78.8,3.6,1,97.3,8.4,2.3,-8.8,0.4
"5892",40226,-5,0.2,82.1,3.4,0.7,96.6,8.35,2.4,-13.1,0.3
"5893",40227,0.7,0.3,90.2,5.8,0.6,27.4,2.36,2.2,-1.4,3.6
"5894",40228,3.3,0,79.6,6.1,1.6,65.2,5.64,2.8,-0.6,7.5
"5895",40229,1.6,0.7,77.1,5.3,1.6,77.2,6.67,4.7,-0.3,3.5
"5896",40230,-0.1,0,83,5,1,82.2,7.1,2.5,-3.3,3.6
"5897",40231,2.5,5.4,82.6,6.1,1.3,51.7,4.47,2.9,-1.3,5.8
"5898",40232,1.4,1.1,90.9,6.1,0.6,30.7,2.65,3.3,-1.2,5.8
"5899",40233,-0.1,1.6,94.5,5.7,0.3,31.7,2.74,3.3,-1.7,2.1
"5900",40234,5.3,0.7,84.9,7.5,1.4,66.5,5.74,3.1,1.4,9.5
"5901",40235,5.8,2.1,84.6,7.8,1.4,62.4,5.39,2.8,3.1,10.4
"5902",40236,5.6,0,75.1,6.8,2.3,57.9,5,4.8,3.5,8.1
"5903",40237,5.2,7.1,79,7,1.9,39.9,3.45,5.1,2.7,10.8
"5904",40238,3.5,0.2,78.5,6.2,1.7,79.1,6.83,6.4,1.7,5.4
"5905",40239,2.2,1,83,5.9,1.2,79.3,6.85,4,0.5,5.7
