"","Time","TMPM","Rain","LF","VP","Sat_def","Rad_Int","GlobRad","Wind","TMPMN","TMPMX"
"5286",39620,17.1,0,60.9,11.8,7.6,276.5,23.89,2.1,11.5,22.7
"5287",39621,21.3,31.6,71.3,17.9,7.2,222.1,19.19,3.3,13.8,29.9
"5288",39622,16.3,0,67.9,12.4,6,282.7,24.43,4.3,9.4,20.9
"5289",39623,14.3,0,62.8,10.3,6.2,324.7,28.05,1.5,6.3,20.7
"5290",39624,18.7,0.8,62.4,13.3,7.9,205.1,17.72,2.6,12.3,24.7
"5291",39625,18.3,0,62.8,13.2,7.8,293.9,25.39,2.7,12.3,23.9
"5292",39626,15.1,0.3,73.1,12.5,4.6,175.4,15.16,3.6,10.4,19.7
"5293",39627,16.3,1.1,84.9,15.8,2.8,150.3,12.99,3,10.1,21.7
"5294",39628,18.3,0,71.3,14.7,6,278.5,24.06,2.1,12,24.1
"5295",39629,17.7,0,63.6,12.7,7.3,295.4,25.52,2.5,11.3,23.2
"5296",39630,19.5,0,56.9,12.8,9.8,299,25.83,1.4,8.8,27.2
"5297",39631,23.8,0,47.2,13.8,15.6,331.1,28.61,2.7,14,31.7
"5298",39632,22,29.7,71.2,18.5,7.5,220,19,2.2,16.3,29.8
"5299",39633,15.6,7.5,89.6,15.8,1.9,105.8,9.14,3.2,14,18.8
"5300",39634,17.9,0,74.3,15.1,5.3,234.5,20.26,1.7,12.6,24.2
"5301",39635,18.7,1.8,74.8,16.1,5.5,196.4,16.97,1.7,12.1,25.4
"5302",39636,16,1.8,76.4,13.8,4.3,206.1,17.81,2.4,12.3,22.3
"5303",39637,15.9,2.5,76.4,13.8,4.3,186.1,16.08,4,12.4,21.4
"5304",39638,15.1,1.6,73,12.5,4.7,196.3,16.96,3.6,11,20.1
"5305",39639,16.4,10.9,92.7,17,1.4,74.3,6.42,2,11.3,19.4
"5306",39640,17.8,0.2,87.1,17.7,2.6,115.3,9.96,2.3,15.7,20.8
"5307",39641,17,6.8,73.7,14.2,5.1,236.2,20.41,3.5,11.7,21.9
"5308",39642,15.5,0,69.6,12.2,5.4,192.5,16.63,1.6,9.4,21.3
"5309",39643,16,0,73.7,13.3,4.8,214.4,18.53,2.7,9.5,21.7
"5310",39644,18,0,72.1,14.9,5.4,157.2,13.58,3.2,12.4,22.5
"5311",39645,16.1,4.3,85.5,15.6,2.7,107.5,9.28,3.1,11,18.7
"5312",39646,14.6,0,76.6,12.8,3.9,145.9,12.61,2.6,9.4,19.8
"5313",39647,14.6,1.4,87.4,14.4,2.1,80.4,6.95,3,12.8,17.8
"5314",39648,15.8,7.8,86.7,15.5,2.4,144.5,12.49,3.2,12.7,22.4
"5315",39649,14.7,0.8,77.8,13,3.7,175.6,15.17,3.4,10.8,20.1
"5316",39650,12.4,6.4,89.3,12.8,1.4,72.9,6.3,4.9,10.6,14.6
"5317",39651,16.4,0,77.3,14.3,4.2,206.2,17.82,3.5,12.2,21.3
"5318",39652,17,0,70.5,13.5,5.7,293.4,25.35,1.6,10.9,23.3
"5319",39653,19.2,0,63.9,14.3,7.8,310.7,26.85,2.6,9.9,26.1
"5320",39654,21.9,0,69.8,18.3,7.8,233,20.13,2.7,15.5,29.4
"5321",39655,23.2,23,67.2,19.9,8.7,259.1,22.39,2.7,16.4,30.9
"5322",39656,23.9,0,61.6,18.1,11.4,285.5,24.66,2.2,16,31.1
"5323",39657,24.6,0,54.9,16.9,13.9,302.3,26.12,2.6,15.3,31.8
"5324",39658,24,0,58.9,17.3,12.2,262,22.64,2.8,15.8,32.1
"5325",39659,22.1,0,71.8,19,7.5,246.6,21.31,1.8,16.6,27.3
"5326",39660,23.7,0,54.4,15.9,13.4,294,25.4,2.7,14.6,30.9
"5327",39661,22.3,12.6,65.3,17.5,9.2,209.8,18.13,2.6,16.8,29.4
"5328",39662,20.5,0.7,69.3,16.6,7.4,211.9,18.31,1.9,15.8,25.2
"5329",39663,19.9,14.6,72.5,16.8,6.4,194.6,16.81,3.5,16.6,24.3
"5330",39664,17.6,0.6,77.4,15.6,4.5,182.3,15.75,4.8,15.2,20.9
"5331",39665,17.3,0,71.8,14.1,5.6,220,19.01,3.8,11.6,22.5
"5332",39666,19.1,0.1,74.5,16.3,5.3,179.1,15.47,1.8,11.1,26.2
"5333",39667,23.3,0.7,62.3,17.6,10.7,246.5,21.3,2.8,14.7,32.1
"5334",39668,18.2,3.3,80.6,16.8,4,170.8,14.76,3.6,13.5,22.4
"5335",39669,15.6,0.6,69.2,12.2,5.4,221.9,19.17,3.8,11.6,20.8
"5336",39670,16.5,1.9,86.3,16.3,2.6,67.9,5.87,3.5,13.4,19.4
"5337",39671,17.8,1.1,73.7,14.7,5.6,181.4,15.67,3.1,13.7,22.6
"5338",39672,17.5,1,87.5,17.3,2.5,77.6,6.7,2.8,14.2,21.5
"5339",39673,16.7,1.5,76.1,14.3,4.7,203.1,17.55,4.6,13.2,22.3
"5340",39674,16.6,0,65.9,12.5,6.4,220.9,19.08,3.9,10.7,21.9
"5341",39675,15,0.3,80.4,13.7,3.3,80.5,6.96,1.1,9.7,19.5
"5342",39676,14.9,0,73.5,12.5,4.5,241.9,20.9,1.3,7.3,22.1
"5343",39677,15.9,0.1,67.3,12.1,5.9,238.8,20.63,1.3,6.5,23.7
"5344",39678,17.1,2.4,81.7,15.7,3.6,94,8.12,1.8,13.7,21.5
"5345",39679,19.2,0,74.6,16.6,5.5,168.4,14.55,2.9,14.9,23.9
"5346",39680,16.9,1.1,81.7,15.6,3.5,128.2,11.08,3.7,14.3,20.8
"5347",39681,18.2,1.2,72.9,15.3,5.7,199.8,17.27,3.5,13.9,24
"5348",39682,16.3,14.4,88.4,16.3,2.2,99.7,8.62,1.7,12.7,20.4
"5349",39683,13.7,9.7,85.4,13.4,2.3,138.5,11.97,4,12,17.6
"5350",39684,15,0,80.6,13.7,3.3,134.5,11.62,3.3,12,19.7
"5351",39685,16.1,0,83.5,15.2,3,116.8,10.09,2.1,12.2,20.7
"5352",39686,16.6,0,86.5,16.2,2.5,94.8,8.19,2.6,12.5,19.7
"5353",39687,17.7,0.1,80.3,16.2,4,76.1,6.57,3.4,15.6,20.6
"5354",39688,17.4,2,85.8,17.1,2.8,72.3,6.25,3,15.6,20.4
"5355",39689,17.4,0.1,79.5,15.6,4.1,126.3,10.91,3.5,11.3,21.5
"5356",39690,15.5,0,77.5,13.6,4,181.8,15.71,1.4,10.2,22.1
"5357",39691,18.2,0,59.7,12.5,8.4,221.1,19.1,3,9.8,25
"5358",39692,17,0.5,73.5,14.2,5.1,126.2,10.91,2.3,11.5,21.9
"5359",39693,17.1,0.9,71.4,13.8,5.3,133.6,11.55,2.7,9.3,22.2
"5360",39694,14.7,1,79.7,13.5,3.4,131.7,11.38,3.7,10.3,19.8
"5361",39695,13.7,0,75.6,11.8,3.8,180.3,15.57,3.2,8.9,19.7
"5362",39696,16.3,5.7,73.3,13.6,4.8,162.5,14.04,2.6,9.5,21.9
"5363",39697,18.2,0.6,82.7,17.2,3.6,79,6.82,3.1,15.7,21.8
"5364",39698,17,0,73.5,14.1,5.3,150.3,12.98,2.9,13.5,21.7
"5365",39699,15.5,0,79.4,13.9,3.6,123.8,10.7,3,10.9,20
"5366",39700,16.4,0,71.4,13.2,5.3,189.1,16.33,1.7,9.2,23.7
"5367",39701,17.5,0.2,78,15.6,4.4,133.7,11.55,1.9,12,23.6
"5368",39702,18.5,0,75.4,16,5.2,146.6,12.67,2.3,12.1,24.1
"5369",39703,15.6,0,73.9,13,4.6,152.3,13.16,4.4,11,21
"5370",39704,11.7,0,60.3,8.3,5.5,188.7,16.31,4.1,5.7,16.7
"5371",39705,10.6,0.6,82.3,10.5,2.3,114.8,9.92,2.5,6.1,15.6
"5372",39706,11,0.2,79.5,10.3,2.8,132.2,11.42,2.3,5.7,16.9
"5373",39707,10.7,0.3,81.3,10.5,2.4,93.4,8.07,1.6,8.4,14.3
"5374",39708,10.4,0,77.5,9.7,2.8,125.4,10.84,1.5,5.9,15.3
"5375",39709,10.4,0,80.1,10.1,2.5,81.4,7.03,1.2,4.4,15.5
"5376",39710,9.3,0,78.8,9.2,2.5,135.7,11.73,1,1.4,15.9
"5377",39711,10.5,0,77.9,10,2.8,153.2,13.24,1.1,3.8,17.5
"5378",39712,11.8,1.1,83.6,11.6,2.3,94.3,8.15,1.8,7.7,18.1
"5379",39713,11.5,1.3,87.8,12,1.6,73.8,6.38,2.2,9.1,15.1
"5380",39714,11.7,5.2,94.5,13,0.8,38.2,3.3,2.9,11,13.3
"5381",39715,12.4,0,83.2,12,2.4,90,7.77,2.6,8.5,17.5
"5382",39716,11.2,0,83,11,2.3,120.9,10.44,2.3,6.6,17.1
"5383",39717,9.6,0,93,11.1,0.8,98.6,8.52,1.3,4.4,15.2
"5384",39718,9,0,84.7,10.1,1.8,133.3,11.51,1.2,3.2,17.6
"5385",39719,10.9,0.1,84.5,10.9,2,131,11.32,1.8,4.9,17.8
"5386",39720,10.7,1.1,89.9,11.5,1.3,86.8,7.5,1.9,8.4,14.1
"5387",39721,10,23.6,93.5,11.4,0.8,37.3,3.22,4.6,7.7,11.3
"5388",39722,10.6,24.3,89.2,11.3,1.4,60.8,5.26,5,8.8,14.4
"5389",39723,10,0,73.7,9,3.2,97.8,8.45,5.6,7.1,13.5
"5390",39724,8.5,0.1,79.3,8.8,2.3,115.7,10,3.4,3.8,13.2
"5391",39725,7.4,0.7,81,8.3,2,85.1,7.35,3.3,3.3,11.8
"5392",39726,9.7,9.3,84.1,10.1,1.9,31.9,2.76,4.9,6.7,11.9
"5393",39727,11.3,0,94.1,12.6,0.8,37.5,3.24,1.1,9.6,13.8
"5394",39728,13,0.1,89.7,13.4,1.5,55.5,4.8,2.2,10.5,16.8
"5395",39729,14.6,6.3,85.8,14.3,2.4,92.8,8.01,2.1,11.1,19.9
"5396",39730,11.7,0,87.3,11.9,1.7,70,6.05,1.7,5.7,16.2
"5397",39731,10.1,0,85.2,10.6,1.8,121.9,10.53,1.9,4.2,16.5
"5398",39732,12.4,0,87.6,12.5,1.8,127.6,11.03,2.3,8,18.7
"5399",39733,11.3,0,90.3,12.1,1.3,69,5.96,1.8,5.2,16.1
"5400",39734,12.6,0,85.8,12.5,2.1,108.6,9.38,1.9,4.6,19.8
"5401",39735,14.3,0.3,81.9,13.3,2.9,75,6.48,2.3,8.8,17.1
"5402",39736,12.5,3.7,86.8,12.5,1.9,58.8,5.08,2.8,8.8,16.5
"5403",39737,9.9,6.4,89.2,10.8,1.3,62.2,5.37,3.7,6.6,13.7
"5404",39738,8,1,86.7,9.3,1.4,74.6,6.45,3.8,4.6,11.8
"5405",39739,8.2,0,84.7,9.2,1.7,78.7,6.8,2.8,4.7,12
"5406",39740,10.4,0,83.1,10.4,2.1,33.5,2.9,3.4,7.5,13.1
"5407",39741,11.5,0,73.2,10,3.7,109.1,9.43,3.5,6.3,16
"5408",39742,11.9,1.4,86.8,12.1,1.8,35,3.02,3.4,8.8,16.5
"5409",39743,7.9,0,86.5,9.2,1.5,30.2,2.61,1.8,4.7,11
"5410",39744,6.6,0,85.1,8.4,1.5,104.1,9,2.8,2.8,12.9
"5411",39745,8,0.2,79.9,8.5,2.2,76.6,6.62,2.5,2.7,12.4
"5412",39746,10.1,0,89.1,10.9,1.3,40.6,3.51,2,7.8,12.9
"5413",39747,11.4,7.3,81.6,11,2.5,35.7,3.08,4.4,8.4,14.5
"5414",39748,8.9,0.1,89.6,10.2,1.2,37,3.19,2.6,3.6,11.6
"5415",39749,5,0,87,7.6,1.1,63.6,5.49,2.5,2.4,8.7
"5416",39750,2.9,0.4,93.3,7,0.5,43.1,3.73,0.9,0.3,7.3
"5417",39751,3.1,10.8,95.8,7.3,0.3,20.5,1.77,2.3,2,4.2
"5418",39752,3.9,0,93.1,7.6,0.6,40.2,3.47,1.9,1.2,6
"5419",39753,5.9,0,87.2,8.1,1.2,31.9,2.76,2.8,4.1,8.1
"5420",39754,5.9,0,94.7,8.9,0.5,19,1.64,1.9,3.6,7.4
"5421",39755,7.3,0,99.1,10.1,0.1,18.6,1.61,2.8,6.1,8.1
"5422",39756,8.5,0,98.7,10.9,0.1,18.3,1.58,1.3,7.7,9.5
"5423",39757,9.2,0.3,95.2,11.2,0.6,17.9,1.55,3.3,8.7,9.9
"5424",39758,10.4,0,97.8,12.3,0.3,17.6,1.52,1.6,9.5,11.6
"5425",39759,9.7,0,95.4,11.4,0.6,17.3,1.49,1.6,6.3,11.5
"5426",39760,6.9,0,93.3,9.3,0.7,53,4.58,1.5,3.1,11.6
"5427",39761,8,0.2,83.7,8.9,1.8,23,1.99,3.3,4.1,12.1
"5428",39762,12.5,2.8,77.1,11.1,3.3,31.1,2.69,5.1,6.8,15.4
"5429",39763,12.2,2.5,70.7,10.2,4.2,36,3.11,5.8,7.7,15.7
"5430",39764,8.3,0,75.6,8.3,2.7,55.1,4.76,4.1,5.6,11
"5431",39765,6.5,0,87.7,8.5,1.2,39.9,3.45,2.2,2,9.2
"5432",39766,7,1.1,90.3,9.1,1,15.2,1.31,4.3,3.8,9.8
"5433",39767,10.3,0.3,91.4,11.4,1.1,14.9,1.29,4.8,9.6,11.3
"5434",39768,7.8,0.5,83.3,8.9,1.8,29.5,2.55,4.4,5.1,10.7
"5435",39769,3.2,0,91,7,0.7,51.8,4.47,1.9,-0.7,7.4
"5436",39770,4.6,2.1,88.8,7.6,1,14.1,1.22,3.7,1.2,7.4
"5437",39771,7.3,3.8,86.2,8.9,1.4,14.3,1.24,5.1,4.8,9.6
"5438",39772,7.3,7.3,88.3,9.1,1.2,14.6,1.26,6,4.1,9.4
"5439",39773,1.7,6.7,92.7,6.4,0.5,26.9,2.32,3.6,-0.6,4.7
"5440",39774,-0.2,0,91.4,5.5,0.5,39.3,3.4,3.8,-1.5,1.8
"5441",39775,0.2,0.5,90.6,5.6,0.6,25.8,2.23,3.3,-1.3,2.2
"5442",39776,-0.7,0.5,91.2,5.3,0.5,40.9,3.53,2.1,-2.4,1.7
"5443",39777,0.2,0,88.6,5.5,0.7,36.9,3.18,2.2,-2,3.6
"5444",39778,2.9,0.5,92.6,7,0.6,12.4,1.07,3.6,-1.7,5.6
"5445",39779,5.6,0,89.8,8.2,0.9,13.8,1.19,4.7,4.6,6.7
"5446",39780,3.1,0,78.3,5.9,1.6,20.7,1.79,2.4,-0.3,5.8
"5447",39781,0.5,4.8,96.1,6,0.2,11.9,1.03,1.6,-0.6,1.5
"5448",39782,-0.4,0.2,98.1,5.8,0.1,13.7,1.18,1.6,-2.2,1.3
"5449",39783,0.2,8.5,98.2,6,0.1,11.6,1,2,-3,2.5
"5450",39784,3.3,0.5,91.5,7.1,0.7,17.5,1.51,4,1.4,5.6
"5451",39785,1.2,2.7,92.5,6.1,0.5,11.3,0.97,3.6,0.3,2.3
"5452",39786,2.1,2.1,91.4,6.5,0.6,15.7,1.36,3.3,0.4,4.8
"5453",39787,3.9,0.4,93.7,7.5,0.5,20.3,1.75,2.1,1,5.9
"5454",39788,3.6,0,97,7.6,0.2,10.9,0.94,1.4,0.8,5.2
"5455",39789,4.5,0.2,91.6,7.7,0.7,25.1,2.17,2.6,2.7,5.5
"5456",39790,3.7,0,87,6.9,1,10.7,0.93,3.5,-0.2,5.6
"5457",39791,0,0.2,91.7,5.6,0.5,23.8,2.06,2.3,-2.8,1.6
"5458",39792,1.3,0,97.1,6.5,0.2,10.6,0.91,1.7,0.4,2.4
"5459",39793,0.7,2.6,96.4,6.2,0.2,10.5,0.91,1.5,-0.1,1.6
"5460",39794,0.1,0,96.4,5.9,0.2,10.4,0.9,1.6,-1.4,1
"5461",39795,0.8,0,94.7,6.1,0.3,10.4,0.9,3.6,-0.4,3
"5462",39796,3.5,0,89.7,7,0.8,26.1,2.25,3.5,2.7,4.9
"5463",39797,2.8,0,89.2,6.7,0.8,10.3,0.89,2.3,2.2,3.4
"5464",39798,2.5,0,94.4,6.9,0.4,10.2,0.88,0.9,2,3.3
"5465",39799,2,0,91,6.4,0.6,10.2,0.88,1.7,1.1,3.2
"5466",39800,2.5,1.2,94.9,7,0.4,18.6,1.61,2.3,0.6,4.6
"5467",39801,4.3,2.7,91.8,7.6,0.7,14.7,1.27,3.6,1.9,6.5
"5468",39802,6,0.4,84.1,7.8,1.5,17.6,1.52,5.6,2.9,8.5
"5469",39803,5.6,2,91.3,8.3,0.8,12.9,1.11,3.9,2,8.8
"5470",39804,8.1,0.5,82.1,8.8,1.9,24,2.07,5.7,5.4,9.4
"5471",39805,5.9,0.9,91.1,8.4,0.8,19.1,1.65,2.9,4.5,7.1
"5472",39806,5.9,0.6,93.3,8.6,0.6,10.3,0.89,3.2,5,6.9
"5473",39807,1.7,0,89.1,6.2,0.7,34.1,2.94,2.8,-1.6,5.4
"5474",39808,-1.6,0,82.7,4.5,0.9,40.9,3.53,2.8,-4,0
"5475",39809,-0.7,0,84.6,4.9,0.9,12.9,1.11,1.8,-2.2,0.8
"5476",39810,-1.9,0,89,4.8,0.6,36.8,3.18,2.7,-4.8,-0.1
"5477",39811,-4.3,0,90.9,4,0.4,13.7,1.18,3.3,-6.3,-2.5
"5478",39812,-6,0,92.7,3.6,0.3,38,3.29,1.7,-8.1,-2.7
"5479",39813,-6.5,0,92.3,3.5,0.3,41.6,3.59,0.9,-9.9,-2
"5480",39814,-2,0.7,95.1,5,0.3,11.5,1,1.8,-4.8,-0.5
"5481",39815,-3.7,1,96.1,4.5,0.2,29.1,2.52,1.3,-10.3,-0.6
"5482",39816,-3.7,1.4,92.2,4.3,0.4,16.3,1.41,3.1,-9.9,0.8
"5483",39817,0.7,6.8,98.4,6.3,0.1,11.8,1.02,3.4,-0.8,1.4
"5484",39818,-4.8,0,88.1,3.8,0.5,35.3,3.05,2.7,-12.4,-0.5
"5485",39819,-11,0,87,2.3,0.4,48.2,4.17,1,-15.4,-5.1
"5486",39820,-5.4,0,90.7,3.7,0.4,18,1.56,2.9,-12.8,-1.7
"5487",39821,-6.3,0,95.3,3.6,0.2,26.5,2.29,1.7,-10,-3.9
"5488",39822,-4.2,0,85.8,3.8,0.6,19.7,1.7,1.8,-8.8,-1
"5489",39823,-1.4,0,85.9,4.8,0.8,39.1,3.38,1.3,-7.3,2.6
"5490",39824,-3.8,0,70.1,3.2,1.4,50.4,4.36,2.7,-8.8,0.6
"5491",39825,0.4,0,54.8,3.4,2.8,50.9,4.4,3.6,-4.2,3.9
"5492",39826,2.8,0.5,70.7,5.3,2.2,14.5,1.25,3.3,1.2,3.9
"5493",39827,1.6,1.2,89.4,6.1,0.7,13.4,1.16,1.9,0.6,2.7
"5494",39828,2.1,0,99.4,7,0,13.6,1.18,1.4,1,2.8
"5495",39829,0.9,0,92.9,6,0.5,18,1.56,3.6,-0.5,1.7
"5496",39830,1.3,0.6,89.6,6,0.7,18.1,1.57,2.2,-1.2,3.5
"5497",39831,3.5,2.5,88.3,7,0.9,23.3,2.01,3.7,1.2,5.7
"5498",39832,2.6,2.4,86.8,6.4,0.9,35.1,3.03,3.8,0.3,5.1
"5499",39833,3.6,0,79.2,6.3,1.6,48.6,4.2,2.9,-1.3,6.6
"5500",39834,-0.9,0,93.9,5.4,0.4,35.3,3.05,1.1,-3.3,2.9
"5501",39835,1.4,0,83.9,5.7,1.1,50.7,4.38,2.9,-2.2,4.2
"5502",39836,1.6,10.2,87.4,6,0.9,20.9,1.8,4.2,0.2,3.5
"5503",39837,3.4,0.8,90.7,7.1,0.7,33.5,2.89,3.8,2.4,5
"5504",39838,1.6,0,90.8,6.3,0.6,61.2,5.29,1.8,-1.8,5.5
"5505",39839,-1,0,98,5.6,0.1,16.5,1.42,2.4,-2.4,-0.1
"5506",39840,-2.1,0,99.6,5.2,0,16.8,1.45,2.1,-2.8,-0.9
"5507",39841,-2.8,0,98.7,4.9,0.1,17.1,1.48,1.7,-3.6,-2
"5508",39842,-2.5,0,94.9,4.8,0.3,27.7,2.39,2.6,-3.8,-0.9
"5509",39843,-1.6,0,89.6,4.9,0.6,17.8,1.53,2.8,-3.2,0.1
"5510",39844,0.2,0.2,91,5.6,0.6,18.9,1.63,2.8,-1.1,1.8
"5511",39845,-2.4,0,83.2,4.3,0.9,19.3,1.67,4.9,-5.2,-0.6
"5512",39846,0.6,0,80.7,5.2,1.2,19.7,1.7,5.9,-1,1.8
"5513",39847,1.4,0,86.1,5.8,0.9,21.7,1.88,2.8,0,2.8
"5514",39848,1.2,0.2,92.9,6.2,0.5,20.5,1.77,1.5,0.3,3.1
"5515",39849,2.3,0.2,92.2,6.6,0.6,30.1,2.6,1.8,-0.9,5.5
"5516",39850,4.2,0.1,86.3,7,1.1,64.1,5.54,1.9,0.6,9.3
"5517",39851,2,6.6,97.2,6.9,0.2,21.7,1.87,1.5,0,3.4
"5518",39852,1.3,0.1,89.9,6,0.7,45.9,3.96,3.2,-0.6,3.8
"5519",39853,0.8,3.4,87.6,5.7,0.8,38,3.29,2.5,-1.9,3.5
"5520",39854,1.9,6.6,96.7,6.8,0.2,22.9,1.98,3.4,0,4.8
"5521",39855,0.6,0,89.4,5.7,0.7,51.1,4.42,4.1,-2.2,3.1
"5522",39856,-1.3,0,84.5,4.6,0.9,79.4,6.86,2.7,-4.6,1.8
"5523",39857,-1.5,2.6,98.2,5.4,0.1,24.3,2.1,1.7,-5.9,1
"5524",39858,-3.3,0,92.4,4.4,0.4,52.5,4.53,2.1,-6.4,-0.3
"5525",39859,-1,2.5,93.3,5.3,0.4,32.5,2.81,3.1,-5.7,0.9
"5526",39860,2.2,5.7,98.8,7.1,0.1,25.7,2.22,2.1,0.5,3.8
"5527",39861,-0.9,0,85.5,4.9,0.8,90,7.78,3,-4.6,2.3
"5528",39862,-3.1,0,81,3.9,0.9,93.6,8.09,1.2,-7.6,0.5
"5529",39863,-0.4,1.4,81.8,4.8,1,50.9,4.4,2.8,-2.4,1.9
"5530",39864,2.2,0.5,99.5,7.1,0,27.7,2.39,2.5,0.4,4
"5531",39865,1.9,5.3,97.1,6.8,0.2,31.7,2.74,1.8,0.2,3.4
"5532",39866,4.7,1,95.3,8.1,0.4,29.9,2.58,3.9,1.7,6.5
"5533",39867,4.1,0.7,89.5,7.4,0.9,29.2,2.52,5.1,1.7,5.4
"5534",39868,1.1,0.1,85.1,5.6,1,78.7,6.8,2.1,-1.6,4.1
"5535",39869,4,1.1,86.8,7.1,1.1,35.6,3.08,4.2,0.7,6
"5536",39870,5.9,8,86.7,8,1.2,41.4,3.58,5,4.6,7.7
"5537",39871,5.5,0.6,89.5,8.1,0.9,59.1,5.11,3.4,3.6,7.3
"5538",39872,6.3,4.7,97.1,9.3,0.3,31.9,2.76,1.3,4.6,7.9
"5539",39873,8,0,93.4,9.9,0.7,39.1,3.38,2.3,6.2,10.1
"5540",39874,6.7,0.3,90.2,8.8,1,31.7,2.74,2.8,4.4,9.3
"5541",39875,5.6,0,75.4,6.8,2.2,97.9,8.46,2.5,2.5,9.4
"5542",39876,5.9,0,74.9,7,2.3,127.7,11.03,3.9,1.4,11.2
"5543",39877,5.1,1.2,91.2,8,0.8,33.3,2.88,2.5,0.9,7.8
"5544",39878,4.5,4.8,94.5,8,0.5,33.9,2.93,2.5,3.3,6.4
"5545",39879,2.9,0.1,92.8,7,0.5,48.1,4.16,2.5,-0.3,5.5
"5546",39880,4.6,2,90,7.6,0.9,65.7,5.68,3,0.4,8.4
"5547",39881,4,4,85.4,7,1.2,82.4,7.12,4.5,1.3,6.7
"5548",39882,4.8,2.9,87.7,7.6,1.1,51.4,4.44,3.2,3.2,7.8
"5549",39883,4.5,0.4,84.5,7.1,1.3,91.2,7.88,3.4,2.5,8.1
"5550",39884,4.6,5.2,93.3,7.9,0.6,37.3,3.22,3,1.7,7.8
"5551",39885,6.6,0,85.4,8.3,1.4,81.1,7.01,3.1,2.2,10
"5552",39886,7.2,1.2,83,8.4,1.7,80.7,6.98,2.1,1.6,12.3
"5553",39887,7.2,0.9,91.7,9.4,0.8,40,3.46,3.5,6.5,8.7
"5554",39888,6.5,0,94.2,9.1,0.6,39.6,3.42,2,5.6,7.9
"5555",39889,7.3,0,73.6,7.5,2.7,142.4,12.3,4.6,2.6,12
"5556",39890,4.9,0,75.4,6.5,2.1,153.9,13.29,3.3,0.2,10.6
"5557",39891,4.6,0,68.6,5.9,2.7,144.4,12.48,2.9,-0.5,9.7
"5558",39892,1.4,0,69.7,4.7,2,180.5,15.6,1.5,-3,6.4
"5559",39893,3.4,0,64.7,5,2.7,183.3,15.83,2.4,-3.4,10.2
"5560",39894,6.6,2.1,79.4,7.7,2,99.5,8.59,5.6,4,10.2
"5561",39895,5.5,14.3,88.2,8,1.1,44.8,3.87,5.9,1.8,7.3
"5562",39896,1.8,0.6,80.2,5.6,1.4,134.9,11.65,4.3,-2.1,6
"5563",39897,0.8,4.3,89.8,5.8,0.7,46,3.97,2.5,-2.8,3.5
"5564",39898,5.3,2.7,91,8.1,0.8,60.1,5.19,3.4,2.3,8.2
"5565",39899,6.2,1.1,80.4,7.6,1.9,111.1,9.6,3.9,3.7,9.8
"5566",39900,5.4,4.5,85.3,7.6,1.3,72.6,6.27,3.3,1.8,9
"5567",39901,5,0,86.3,7.5,1.2,74.8,6.47,2.7,0.2,8.8
"5568",39902,4.5,0,75,6.1,2.1,207.8,17.95,1.6,-1,11.2
"5569",39903,5.9,0,70.3,6.5,2.8,210.1,18.15,1.4,-1.6,13.9
"5570",39904,8.5,0,76.6,8.4,2.5,199.7,17.25,2.3,0.1,15.9
"5571",39905,10.5,0,70.2,8.8,3.8,212.2,18.34,3.6,4.5,16.6
"5572",39906,11.9,0,63.1,8.7,5.2,222.6,19.23,2,3.2,21.3
"5573",39907,12.3,0,77.2,11,3.2,175.4,15.15,2.6,5,19.2
"5574",39908,10.7,0,69.8,9,3.9,124.8,10.79,1.9,5.4,15.3
"5575",39909,11.6,0.1,69.8,9.5,4.1,201,17.36,2.6,5,18.2
"5576",39910,14.9,0,66.1,11.2,5.7,188.7,16.3,2.5,7.6,23.4
"5577",39911,13,0.4,72.4,10.7,4.1,118.6,10.25,2.6,8.8,18.2
"5578",39912,12.8,0,71,10.4,4.3,210,18.14,1.9,8.1,18.5
"5579",39913,15.2,0.2,64.5,11.1,6.1,235.7,20.36,3.4,8,22
"5580",39914,15.3,0,60.3,10.4,6.9,237.9,20.55,3.4,8.8,21.9
"5581",39915,13.7,0,61.6,9.6,6,237.9,20.56,2.8,6.6,20.7
"5582",39916,13,0,68.8,10.2,4.6,245,21.17,1.9,4.5,20.7
"5583",39917,13.4,0,68.6,10.6,4.8,241.9,20.9,1.4,4.7,21.3
"5584",39918,14.5,0,62.4,10.2,6.2,243.6,21.05,2.6,5.5,22.1
"5585",39919,14.8,0,54.1,9.1,7.7,247.6,21.39,4.1,8.3,21.1
"5586",39920,11.5,0,59.8,8.1,5.4,226,19.53,4.8,6.6,17.8
"5587",39921,10.5,0,57.3,7.3,5.4,211.1,18.24,3.8,4,17.3
"5588",39922,9,0,62.4,7.1,4.3,230.3,19.9,2.8,2.4,16.2
"5589",39923,10.7,0,58.8,7.5,5.2,266.8,23.05,1.8,1.7,18.8
"5590",39924,11.6,0,58.5,7.9,5.6,268.8,23.22,1.4,2.3,19.7
"5591",39925,7.5,2.4,83.9,8.7,1.7,94.4,8.15,3,3.2,12.6
"5592",39926,10.7,0,71.7,9.3,3.6,197.1,17.03,2.4,5.4,17.3
"5593",39927,12.4,0,54.8,7.9,6.5,272.6,23.55,2.5,2.1,19.9
"5594",39928,15.2,0,49.6,8.5,8.6,265,22.89,3.5,7.6,22.3
"5595",39929,16,0,60.5,10.9,7.1,255.4,22.07,2.6,6.4,23
"5596",39930,15.5,0,65.6,11.5,6.1,214.9,18.57,2.5,10.3,20.9
